texto,dependencia
"Tecnificación del campo, gracias",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Tecnificación del campo.",Secretaría de Desarrollo Rural (SEDER)
Soy apicultor y necesito cajas nuevas,Secretaría de Desarrollo Rural (SEDER)
"Soy apicultor, necesito cajas nuevas",Secretaría de Desarrollo Rural (SEDER)
"Hola, Soy apicultor y necesito cajas nuevas",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Soy apicultor y necesito cajas nuevas.",Secretaría de Desarrollo Rural (SEDER)
Apoyo de azúcar para alimentar a las abejas,Secretaría de Desarrollo Rural (SEDER)
"Buen día, Apoyo de azúcar para alimentar a las abejas, gracias",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Apoyo de azúcar para alimentar a las abejas",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Apoyo de azúcar para alimentar a las abejas.",Secretaría de Desarrollo Rural (SEDER)
Quiero mejorar la genética de mis abejas,Secretaría de Desarrollo Rural (SEDER)
"Hola, Quiero mejorar la genética de mis abejas. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Deseo mejorar la genética de mis abejas. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Quiero mejorar la genética de mis abejas, gracias",Secretaría de Desarrollo Rural (SEDER)
Equipo de protección para sacar miel,Secretaría de Desarrollo Rural (SEDER)
"Hola, Equipo de protección para sacar miel.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Equipo de protección para sacar miel. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Equipo de protección para sacar miel.",Secretaría de Desarrollo Rural (SEDER)
Renacimiento apícola,Secretaría de Desarrollo Rural (SEDER)
"Por favor, Renacimiento apícola, gracias",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Renacimiento apícola. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
Renacimiento apícola. Por favor ayúdenme.,Secretaría de Desarrollo Rural (SEDER)
Quiero comprar un semental para mis vacas,Secretaría de Desarrollo Rural (SEDER)
"Quiero comprar un semental para mis vacas, gracias",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Quiero comprar un semental para mis vacas.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Deseo comprar un semental para mis vacas.",Secretaría de Desarrollo Rural (SEDER)
Apoyo para comprar borregos,Secretaría de Desarrollo Rural (SEDER)
"Por favor, Apoyo para comprar borregos, gracias",Secretaría de Desarrollo Rural (SEDER)
"Hola, Apoyo para comprar borregos",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Apoyo para comprar borregos",Secretaría de Desarrollo Rural (SEDER)
Mejoramiento genético de ganado,Secretaría de Desarrollo Rural (SEDER)
"Por favor, Mejoramiento genético de ganado. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
Mejoramiento genético de ganado. Por favor ayúdenme.,Secretaría de Desarrollo Rural (SEDER)
"Por favor, Mejoramiento genético de ganado, gracias",Secretaría de Desarrollo Rural (SEDER)
Repoblamiento de hato ganadero,Secretaría de Desarrollo Rural (SEDER)
"Por favor, Repoblamiento de hato ganadero",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Repoblamiento de hato ganadero, gracias",Secretaría de Desarrollo Rural (SEDER)
"Repoblamiento de hato ganadero, gracias",Secretaría de Desarrollo Rural (SEDER)
El camino a mi parcela está intransitable,Secretaría de Desarrollo Rural (SEDER)
"Por favor, El camino a mi parcela está intransitable",Secretaría de Desarrollo Rural (SEDER)
"Hola, El camino a mi parcela está intransitable.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, El camino a mi parcela está intransitable. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
Necesitamos que arreglen el camino sacacosechas,Secretaría de Desarrollo Rural (SEDER)
"Por favor, Necesitamos que arreglen el camino sacacosechas",Secretaría de Desarrollo Rural (SEDER)
"Hola, Necesitamos que arreglen el camino sacacosechas. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Necesitamos que arreglen el camino sacacosechas.",Secretaría de Desarrollo Rural (SEDER)
No puedo sacar mi cosecha porque el camino está feo,Secretaría de Desarrollo Rural (SEDER)
No puedo sacar mi cosecha porque el camino está feo.,Secretaría de Desarrollo Rural (SEDER)
"Buen día, No puedo sacar mi cosecha porque el camino está feo. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, No puedo sacar mi cosecha porque el camino está feo.",Secretaría de Desarrollo Rural (SEDER)
Solicitud de maquinaria para arreglar la entrada al ejido,Secretaría de Desarrollo Rural (SEDER)
Solicitud de maquinaria para arreglar la entrada al ejido.,Secretaría de Desarrollo Rural (SEDER)
"Buen día, Solicitud de maquinaria para arreglar la entrada al ejido",Secretaría de Desarrollo Rural (SEDER)
"Solicitud de maquinaria para arreglar la entrada al ejido, gracias",Secretaría de Desarrollo Rural (SEDER)
Quiero unos pollitos para criar en mi casa,Secretaría de Desarrollo Rural (SEDER)
"Quiero unos pollitos para criar en mi casa, gracias",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Quiero unos pollitos para criar en mi casa",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Quiero unos pollitos para criar en mi casa, gracias",Secretaría de Desarrollo Rural (SEDER)
Semillas para hacer un huerto en mi patio,Secretaría de Desarrollo Rural (SEDER)
"Hola, Semillas para hacer un huerto en mi patio, gracias",Secretaría de Desarrollo Rural (SEDER)
"Hola, Semillas para hacer un huerto en mi patio. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Semillas para hacer un huerto en mi patio",Secretaría de Desarrollo Rural (SEDER)
Apoyo de animales de traspatio,Secretaría de Desarrollo Rural (SEDER)
"Hola, Apoyo de animales de traspatio, gracias",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Apoyo de animales de traspatio, gracias",Secretaría de Desarrollo Rural (SEDER)
"Hola, Apoyo de animales de traspatio.",Secretaría de Desarrollo Rural (SEDER)
Paquete de aves,Secretaría de Desarrollo Rural (SEDER)
"Por favor, Paquete de aves, gracias",Secretaría de Desarrollo Rural (SEDER)
"Hola, Paquete de aves. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Paquete de aves. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
Soy urdidora de hamacas y necesito hilo,Secretaría de Desarrollo Rural (SEDER)
"Soy urdidora de hamacas, preciso hilo",Secretaría de Desarrollo Rural (SEDER)
Soy urdidora de hamacas y me hace falta hilo,Secretaría de Desarrollo Rural (SEDER)
"Buen día, necesito hilo, Soy urdidora de hamacas.",Secretaría de Desarrollo Rural (SEDER)
Apoyo para comprar una máquina de coser industrial,Secretaría de Desarrollo Rural (SEDER)
"Hola, Apoyo para comprar una máquina de coser industrial",Secretaría de Desarrollo Rural (SEDER)
"Buen día, Apoyo para comprar una máquina de coser industrial. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Apoyo para comprar una máquina de coser industrial",Secretaría de Desarrollo Rural (SEDER)
Insumos para bordar,Secretaría de Desarrollo Rural (SEDER)
"Buen día, Insumos para bordar. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Hola, Insumos para bordar, gracias",Secretaría de Desarrollo Rural (SEDER)
"Por favor, Insumos para bordar, gracias",Secretaría de Desarrollo Rural (SEDER)
Herramientas para taller de artesanía,Secretaría de Desarrollo Rural (SEDER)
"Buen día, Herramientas para taller de artesanía.",Secretaría de Desarrollo Rural (SEDER)
Herramientas para taller de artesanía. Por favor ayúdenme.,Secretaría de Desarrollo Rural (SEDER)
"Por favor, Herramientas para taller de artesanía. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
Quiero un arbolito para la banqueta de mi casa,Secretaría de Desarrollo Sustentable (SDS)
Quiero un arbolito para la banqueta de mi casa. Por favor ayúdenme.,Secretaría de Desarrollo Sustentable (SDS)
Me gustaría un arbolito para la banqueta de mi casa,Secretaría de Desarrollo Sustentable (SDS)
"Hola, Me gustaría un arbolito para la banqueta de mi casa. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
¿Dónde regalan plantas nativas?,Secretaría de Desarrollo Sustentable (SDS)
¿En qué lugar regalan plantas nativas?,Secretaría de Desarrollo Sustentable (SDS)
"Por favor, ¿Dónde regalan plantas nativas?. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
¿Dónde regalan plantas nativas?.,Secretaría de Desarrollo Sustentable (SDS)
Nuestra escuela quiere hacer una campaña de reforestación,Secretaría de Desarrollo Sustentable (SDS)
"Hola, Nuestra escuela quiere hacer una campaña de reforestación",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Nuestra escuela quiere hacer una campaña de reforestación, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Nuestra escuela quiere hacer una campaña de reforestación. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
Busco un maculis o un balché para sembrar,Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Busco un maculis o un balché para sembrar",Secretaría de Desarrollo Sustentable (SDS)
"Hola, Busco un maculis o un balché para sembrar. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Busco un maculis o un balché para sembrar",Secretaría de Desarrollo Sustentable (SDS)
Somos un grupo de mujeres y queremos poner un vivero,Secretaría de Desarrollo Sustentable (SDS)
"Hola, Somos un grupo de mujeres y queremos poner un vivero",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, queremos poner un vivero, Somos un grupo de mujeres.",Secretaría de Desarrollo Sustentable (SDS)
"queremos poner un vivero, Somos un grupo de mujeres",Secretaría de Desarrollo Sustentable (SDS)
Apoyo para producir plantas nativas,Secretaría de Desarrollo Sustentable (SDS)
Apoyo para producir plantas nativas.,Secretaría de Desarrollo Sustentable (SDS)
"Hola, Apoyo para producir plantas nativas",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Apoyo para producir plantas nativas, gracias",Secretaría de Desarrollo Sustentable (SDS)
Herramientas para restauración ecológica,Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Herramientas para restauración ecológica, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Hola, Herramientas para restauración ecológica. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Herramientas para restauración ecológica",Secretaría de Desarrollo Sustentable (SDS)
Proyecto de producción de plantas,Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Proyecto de producción de plantas",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Proyecto de producción de plantas, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Proyecto de producción de plantas.",Secretaría de Desarrollo Sustentable (SDS)
¿Qué hago con las pilas usadas?,Secretaría de Desarrollo Sustentable (SDS)
"Por favor, ¿Qué hago con las pilas usadas?, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, ¿Qué hago con las pilas usadas?.",Secretaría de Desarrollo Sustentable (SDS)
"Hola, ¿Qué hago con las pilas usadas?.",Secretaría de Desarrollo Sustentable (SDS)
Capacitación para mi empresa sobre manejo de basura,Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Capacitación para mi empresa sobre manejo de basura",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Capacitación para mi empresa sobre manejo de basura, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Hola, Capacitación para mi empresa sobre manejo de basura.",Secretaría de Desarrollo Sustentable (SDS)
Asesoría para gestión de residuos sólidos,Secretaría de Desarrollo Sustentable (SDS)
Asesoría para gestión de residuos sólidos.,Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Asesoría para gestión de residuos sólidos",Secretaría de Desarrollo Sustentable (SDS)
"Asesoría para gestión de residuos sólidos, gracias",Secretaría de Desarrollo Sustentable (SDS)
Cultura del reciclaje,Secretaría de Desarrollo Sustentable (SDS)
"Hola, Cultura del reciclaje.",Secretaría de Desarrollo Sustentable (SDS)
"Hola, Cultura del reciclaje. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
"Hola, Cultura del reciclaje",Secretaría de Desarrollo Sustentable (SDS)
Queremos una plática sobre cuidado del agua en la escuela,Secretaría de Desarrollo Sustentable (SDS)
"Hola, Queremos una plática sobre cuidado del agua en la escuela, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Queremos una plática sobre cuidado del agua en la escuela.",Secretaría de Desarrollo Sustentable (SDS)
Queremos una plática sobre cuidado del agua en la escuela.,Secretaría de Desarrollo Sustentable (SDS)
Cómo certificar mi escuela como sustentable,Secretaría de Desarrollo Sustentable (SDS)
"Hola, Cómo certificar mi escuela como sustentable, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Cómo certificar mi escuela como sustentable",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Cómo certificar mi escuela como sustentable. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
Talleres de educación ambiental para niños,Secretaría de Desarrollo Sustentable (SDS)
"Talleres de educación ambiental para niños, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Talleres de educación ambiental para niños. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Talleres de educación ambiental para niños. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
Curso de cultura para la sustentabilidad,Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Curso de cultura para la sustentabilidad.",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Curso de cultura para la sustentabilidad, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Hola, Curso de cultura para la sustentabilidad.",Secretaría de Desarrollo Sustentable (SDS)
¿Qué actividades hay en el parque Yumtsil?,Secretaría de Desarrollo Sustentable (SDS)
"Hola, ¿Qué actividades hay en el parque Yumtsil?, gracias",Secretaría de Desarrollo Sustentable (SDS)
¿Qué actividades hay en el parque Yumtsil?. Por favor ayúdenme.,Secretaría de Desarrollo Sustentable (SDS)
"Buen día, ¿Qué actividades hay en el parque Yumtsil?, gracias",Secretaría de Desarrollo Sustentable (SDS)
Talleres en el parque ecológico del sur,Secretaría de Desarrollo Sustentable (SDS)
"Hola, Talleres en el parque ecológico del sur",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Talleres en el parque ecológico del sur.",Secretaría de Desarrollo Sustentable (SDS)
"Hola, Talleres en el parque ecológico del sur.",Secretaría de Desarrollo Sustentable (SDS)
Horarios del parque Yumtsil,Secretaría de Desarrollo Sustentable (SDS)
Horarios del parque Yumtsil.,Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Horarios del parque Yumtsil. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
Horarios del parque Yumtsil. Por favor ayúdenme.,Secretaría de Desarrollo Sustentable (SDS)
Eventos de biodiversidad en el parque,Secretaría de Desarrollo Sustentable (SDS)
"Eventos de biodiversidad en el parque, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, Eventos de biodiversidad en el parque",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, Eventos de biodiversidad en el parque",Secretaría de Desarrollo Sustentable (SDS)
Quiero participar en el concurso de cortometrajes de transparencia,Secretaría Anticorrupción y Buen Gobierno
"Buen día, Quiero participar en el concurso de cortometrajes de transparencia",Secretaría Anticorrupción y Buen Gobierno
"Hola, Quiero participar en el concurso de cortometrajes de transparencia, gracias",Secretaría Anticorrupción y Buen Gobierno
